Name,Total Rating,Review Count,Price Range,Address Region,Food,Service,Value,Atmosphere,Excellent,Very good,Average,Poor,Terrible
Monakado,5.0,11,,Kinki,,,,,82%,18%,0%,0%,0%
Aoiya Yakimochi Sohonpo,4.0,26,,Kinki,4.0,3.5,3.5,,11%,63%,23%,3%,0%
Ramenoyaji,4.5,17,,Kinki,4.5,3.0,3.5,,41%,54%,5%,0%,0%
Kyoto Nakasei Nikuzuki,4.5,12,$$ - $$$,Kinki,4.5,4.5,4.0,,59%,33%,8%,0%,0%
Jean Paul Hevin Kyoto,4.5,16,$$ - $$$,Kinki,4.5,4.0,4.0,,37%,51%,12%,0%,0%
La Tour,4.0,26,$$ - $$$,Kinki,4.0,4.0,4.0,,34%,40%,23%,0%,3%
Umemura,4.5,16,$$$$,Kinki,,,,,,,,,
Premium Wagyu Beef Shibata,5.0,16,$$$$,Kinki,,,,,,,,,
Irish Pub Wisteria,4.5,11,$$ - $$$,Kinki,,,,,73%,27%,0%,0%,0%
Mizai,4.5,15,$$$$,Kinki,4.5,4.5,3.5,,61%,26%,13%,0%,0%
Bistro Waraku Yanaginobannba,4.5,12,$$ - $$$,Kinki,,,,,67%,25%,8%,0%,0%
Shokudo Endo,4.5,23,$$ - $$$,Kinki,5.0,4.0,4.0,,62%,26%,0%,8%,4%
Torisanwa JR Kyoto Isetan,4.0,17,$$ - $$$,Kinki,,,,,29%,66%,5%,0%,0%
Kisaki,4.0,24,$$ - $$$,Kinki,4.0,4.0,4.0,,39%,37%,16%,4%,4%
Meat & Vegetable Hachibe,5.0,12,$$$$,Kinki,4.5,4.5,4.5,,92%,0%,8%,0%,0%
Gontaro Kinkakuji,4.0,44,$$ - $$$,Kinki,4.5,4.0,4.0,4.0,31%,51%,6%,6%,6%
Tenkaippin Nijoekimae,4.0,29,$$ - $$$,Kinki,4.0,3.5,4.0,,24%,46%,27%,3%,0%
Saikatei,4.0,23,$$ - $$$,Kinki,4.0,3.5,4.0,,26%,62%,8%,0%,4%
Teuchi Soba Hanamomo,4.0,21,$$ - $$$,Kinki,5.0,3.5,4.0,,45%,42%,4%,9%,0%
Blanc Pierre,5.0,12,$$ - $$$,Kinki,5.0,4.0,4.5,,75%,25%,0%,0%,0%
Shake It Up.Baby,5.0,8,,Kinki,,,,,100%,0%,0%,0%,0%
Tully's Coffee Kyoto Teramachidori,4.0,19,$$ - $$$,Kinki,,,,,,,,,
Nikuya Suzu,4.5,13,$,Kinki,,,,,,,,,
Menya Iroha Kyoto Station Building,4.0,24,$,Kinki,,,,,,,,,
Isshinkyo,4.5,16,$$$$,Kinki,4.5,4.5,4.0,5.0,43%,51%,6%,0%,0%
Siam,4.5,15,$$ - $$$,Kinki,,,,,,,,,
Mr. Young Men,3.5,66,$,Kinki,,,,,,,,,
Imaishokudo,4.0,23,$,Kinki,4.5,3.0,4.0,2.5,34%,45%,13%,8%,0%
Jam Jar Lounge & Inn,5.0,16,$,Kinki,5.0,5.0,5.0,,100%,0%,0%,0%,0%
Kanei,4.0,21,$$ - $$$,Kinki,4.5,4.0,3.5,,38%,49%,9%,0%,4%
Aca,5.0,15,$$$$,Kinki,,,,,,,,,
Seizansodo,4.5,16,$$ - $$$,Kinki,4.5,4.0,4.0,,51%,37%,12%,0%,0%
Shunsaidining Aoisho,4.5,19,$$ - $$$,Kinki,,,,,,,,,
Tsukiji Sushisay Isetan Kyoto,3.5,49,$$ - $$$,Kinki,4.0,3.5,3.5,3.0,16%,46%,28%,6%,4%
Nishiri Main shop,4.0,29,,Kinki,,,,,,,,,
Jyukusei Men-Ya Jinrai,4.5,15,$$ - $$$,Kinki,,,,,,,,,
Toriyasu,4.5,12,$,Kinki,4.5,4.0,4.5,,41%,59%,0%,0%,0%
Le 14e,4.5,13,$$ - $$$,Kinki,4.5,4.5,4.5,,62%,38%,0%,0%,0%
Bannai Shokudo,4.0,22,$$ - $$$,Kinki,4.0,3.5,4.0,,13%,60%,27%,0%,0%
The Petit Restaurant Naito,5.0,12,$$ - $$$,Kinki,4.5,4.5,4.0,,75%,25%,0%,0%,0%
Onigappa,4.0,38,$$ - $$$,Kinki,4.5,4.0,3.5,,26%,68%,6%,0%,0%
Yoshiya,4.5,17,$$ - $$$,Kinki,,,,,,,,,
Kyoyamatoya Japanese Restaurant,4.0,23,$$$$,Kinki,4.0,4.0,4.0,,13%,66%,17%,4%,0%
Kimukatsu Kyoto,4.0,45,$$ - $$$,Kinki,4.0,4.0,3.5,,32%,50%,16%,0%,2%
bistro Bon Morceau,4.5,18,$$ - $$$,Kinki,4.5,4.5,4.5,,74%,16%,5%,0%,5%
Takocho,4.0,19,$$$$,Kinki,4.5,4.5,4.0,,42%,48%,5%,0%,5%
Omurahouse Demachiyanagi,4.0,18,$$ - $$$,Kinki,,,,,,,,,
Soymilk Tonshabu Torataro ,4.0,20,$$ - $$$,Kinki,4.0,4.5,3.5,,35%,50%,15%,0%,0%
Mendokoro Janomeya,4.5,10,$$ - $$$,Kinki,,,,,,,,,
Charles de Mills Jukei,4.0,19,$$ - $$$,Kinki,4.0,4.5,4.5,,26%,59%,15%,0%,0%
Tempura Kappo Sagano,4.5,15,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,67%,33%,0%,0%,0%
Kyoboshi,4.5,14,$$$$,Kinki,5.0,5.0,4.5,,79%,14%,7%,0%,0%
Bistrot La Boucle,5.0,10,$$ - $$$,Kinki,,,,,90%,0%,10%,0%,0%
Kiyomizu Junsei Okabeya,3.5,71,$$ - $$$,Kinki,3.5,3.5,3.5,3.0,21%,36%,30%,7%,6%
Ichan Ramen,4.5,16,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Tokumasa Yamashina  ,4.5,13,,Kinki,4.5,4.0,4.0,,47%,46%,7%,0%,0%
Kakure,4.0,27,$$ - $$$,Kinki,4.0,4.0,3.5,,65%,18%,3%,7%,7%
Iyomata,4.5,15,,Kinki,4.5,4.0,4.0,,54%,40%,6%,0%,0%
Tun Tavern Japanese Things,5.0,8,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Daimyojin Satoshi Honpo Jingumichi,4.5,15,,Kinki,4.5,4.5,4.0,,54%,33%,13%,0%,0%
Daiei Ramen Main Store,4.0,16,$,Kinki,4.0,3.5,3.5,,37%,45%,18%,0%,0%
Gion S,4.0,28,$$ - $$$,Kinki,4.0,4.5,4.0,4.5,56%,21%,10%,10%,3%
Kushihachi Shijoomiya,4.5,12,$$ - $$$,Kinki,,,,,76%,8%,16%,0%,0%
Chinese Cuisine & Desserts Tocho Kyoto Takashimaya,4.5,21,,Kinki,4.0,4.0,3.5,,47%,40%,13%,0%,0%
Tozentei,4.5,14,$$$$,Kinki,5.0,5.0,4.5,,79%,14%,7%,0%,0%
Gombe,4.5,12,$$ - $$$,Kinki,4.0,4.0,4.0,,41%,59%,0%,0%,0%
Gold Roll,4.5,14,$,Kinki,,,,,,,,,
Hanaore,4.0,22,$$ - $$$,Kinki,4.5,3.5,3.0,4.0,31%,51%,18%,0%,0%
In The Moon.,4.5,14,$$ - $$$,Kinki,,4.0,3.5,,51%,35%,7%,7%,0%
Hashimoto,4.5,13,$$ - $$$,Kinki,5.0,5.0,,,70%,23%,7%,0%,0%
Kanesho,4.0,33,$$ - $$$,Kinki,4.5,4.0,4.5,,49%,27%,12%,3%,9%
Kinugasa Zen,4.0,15,$$ - $$$,Kinki,4.0,4.5,4.5,,33%,54%,13%,0%,0%
Kitchen Papa,4.0,16,,Kinki,4.5,4.0,4.0,,25%,69%,6%,0%,0%
Bakery Restaurant Saint Marc Kyoto Kitayamadori,4.0,20,$$ - $$$,Kinki,,,,,,,,,
Terakoya,5.0,12,$,Kinki,,,,,84%,8%,8%,0%,0%
Gionokada,4.5,12,,Kinki,,,,,67%,33%,0%,0%,0%
Kyoto Yoshoku Monsieur Ito,4.0,20,$$ - $$$,Kinki,,,,,,,,,
Hatakaku,5.0,10,$$$$,Kinki,4.5,4.0,4.5,,80%,20%,0%,0%,0%
Spoon,4.5,13,$$ - $$$,Kinki,5.0,4.0,4.5,,50%,50%,0%,0%,0%
Nakayama,5.0,8,$$$$,Kinki,,,,,100%,0%,0%,0%,0%
Ristorante Azekura,4.0,17,$$ - $$$,Kinki,4.5,4.0,3.5,,17%,72%,11%,0%,0%
Kenniji Gion Maruyama,4.0,27,$$$$,Kinki,4.5,4.0,3.5,3.5,54%,29%,7%,3%,7%
Masuda,4.5,15,,Kinki,4.0,4.0,4.0,,47%,40%,13%,0%,0%
Yoshina,4.0,20,$$ - $$$,Kinki,4.5,4.5,4.0,,35%,50%,10%,5%,0%
Sobakiri Shiogama,4.5,12,,Kinki,4.5,4.0,4.5,,41%,59%,0%,0%,0%
Le Plat Plus,4.5,15,,Kinki,5.0,3.5,5.0,,54%,40%,6%,0%,0%
Amore Kiyamachi,3.5,67,$$ - $$$,Kinki,,,,,,,,,
Santres,4.5,17,$$ - $$$,Kinki,,,,,,,,,
Yakitori Daikichi Katsura,5.0,9,$$ - $$$,Kinki,5.0,5.0,5.0,,89%,11%,0%,0%,0%
Seafood restaurant Amitatsu,4.0,19,$$ - $$$,Kinki,4.0,3.0,4.0,,21%,64%,15%,0%,0%
Comme Chez Michel,4.5,16,$$ - $$$,Kinki,4.5,4.5,4.5,,45%,37%,18%,0%,0%
Usagi No Ippo,4.5,11,,Kinki,,,,,55%,45%,0%,0%,0%
Kushihachi Hakubai-cho Main-branch,4.0,23,$$ - $$$,Kinki,4.5,4.0,4.0,4.5,34%,58%,0%,4%,4%
Ace cafe,4.0,19,$$ - $$$,Kinki,4.5,4.5,4.5,,29%,54%,17%,0%,0%
Sumika Honten,4.0,38,$$ - $$$,Kinki,4.0,4.0,4.0,4.5,38%,34%,10%,13%,5%
Nakamuraya Main Shop,4.0,17,$$ - $$$,Kinki,,,,,,,,,
Hakataikkosha,4.0,26,$,Kinki,4.0,4.0,3.5,3.5,23%,55%,19%,3%,0%
Feliz-Lana,4.5,17,$$ - $$$,Kinki,5.0,4.5,4.0,,48%,47%,0%,0%,5%
Cafe Restaurant Yayoi,4.0,15,$$ - $$$,Kinki,,,,,,,,,
Shunsai Dining Togiya,4.5,12,$$ - $$$,Kinki,4.5,4.5,4.5,,76%,8%,16%,0%,0%
Butcher Hiroshoten,4.5,16,$$ - $$$,Kinki,,,,,,,,,
Indian Restaurant Thilaga.,4.0,26,$$ - $$$,Kinki,4.0,4.0,3.5,,41%,34%,15%,7%,3%
Yakiniku Hiroshoten Shijotakakura,4.0,15,$$ - $$$,Kinki,,,,,,,,,
Arashiyama Daizen,4.5,12,$$ - $$$,Kinki,4.5,4.5,4.5,,59%,41%,0%,0%,0%
Enaku,4.5,13,,Kinki,4.0,4.0,4.0,,38%,55%,7%,0%,0%
Kura Bar,5.0,9,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Natural Kitchen Koji COCON,4.0,31,$$ - $$$,Kinki,4.0,4.0,4.5,,30%,54%,8%,8%,0%
Yanagikoji Taka,4.5,14,$$ - $$$,Kinki,,,,,79%,14%,0%,0%,7%
Pizza Mercato,4.5,15,$$ - $$$,Kinki,,,,,,,,,
Torii,4.0,17,$$ - $$$,Kinki,4.5,3.5,4.5,,35%,48%,17%,0%,0%
Daigokuden Honpo,4.0,16,,Kinki,4.0,3.5,4.0,,18%,76%,6%,0%,0%
Shimachi Shofukutei,4.5,15,$$ - $$$,Kinki,,,,,,,,,
Gion Hatanaka,4.0,38,$$$$,Kinki,4.0,4.5,3.5,4.5,55%,26%,2%,7%,10%
Chinyu Sanjo,4.5,16,$$ - $$$,Kinki,4.0,4.0,4.0,,45%,37%,18%,0%,0%
Tankuma Kitamise Honten,4.0,25,$$$$,Kinki,4.5,4.0,3.5,,48%,24%,24%,0%,4%
Shiruko,4.0,23,$$ - $$$,Kinki,4.5,4.5,3.5,4.5,30%,44%,26%,0%,0%
Royal Host Horikawa Gojo,4.0,28,$$ - $$$,Kinki,,,,,,,,,
Gurirujunsai,4.5,15,$$ - $$$,Kinki,4.5,4.0,4.5,,48%,46%,6%,0%,0%
trattoria mamma di Boo,4.0,18,$$ - $$$,Kinki,,,,,,,,,
Eitaro,4.5,15,$$ - $$$,Kinki,4.5,4.5,4.5,,54%,40%,0%,6%,0%
Chinese Cuisine Hoshigaoka Kyoto Tokyu Hotel,4.5,19,$$$$,Kinki,4.5,4.5,3.5,,48%,42%,10%,0%,0%
Chihiro,5.0,13,$$$$,Kinki,5.0,4.5,4.5,,75%,25%,0%,0%,0%
Fujioka Shuzo Sakagura Bar En,4.5,15,$$ - $$$,Kinki,4.0,4.0,4.0,,33%,61%,6%,0%,0%
Mensho Takamatsu Shijo,4.5,13,$,Kinki,,,,,47%,38%,15%,0%,0%
Murasakino Wakuden Sakaimachi,4.0,23,$$ - $$$,Kinki,4.0,4.0,3.5,,30%,53%,13%,0%,4%
Fukui,4.5,12,,Kinki,,,,,50%,50%,0%,0%,0%
Kunugi Teppanyaki,4.0,17,$$$$,Kinki,,,,,,,,,
Yoshino,4.0,18,$$ - $$$,Kinki,,,,,,,,,
Italiana Sagra,4.0,21,$$$$,Kinki,4.5,4.0,3.5,,54%,28%,9%,0%,9%
Zac Baran,4.5,14,$$ - $$$,Kinki,3.5,4.0,4.0,,51%,42%,7%,0%,0%
Jiemusukicchin,4.5,21,,Kinki,,,,,51%,42%,7%,0%,0%
Saiseki Chimoto,4.0,19,,Kinki,4.5,4.0,4.0,,36%,43%,21%,0%,0%
Spicy Masara,3.5,35,$$ - $$$,Kinki,4.0,3.5,4.0,,11%,44%,40%,5%,0%
Wa to Tori Shunsai Wakadori,4.0,17,$$ - $$$,Kinki,4.0,4.0,4.5,,23%,72%,5%,0%,0%
Yayoiken,3.5,31,$$ - $$$,Kinki,4.0,3.5,4.0,,12%,50%,35%,3%,0%
Isami Sushi,5.0,8,,Kinki,,,,,88%,12%,0%,0%,0%
Shinshindo Higashinotoin Store,4.0,20,$$ - $$$,Kinki,4.5,4.0,4.0,,30%,40%,30%,0%,0%
Shogoin Yatsuhashi Kyoto Isetan,4.0,19,$,Kinki,,,,,,,,,
Kyo no Tamaya,4.5,11,,Kinki,,,,,82%,9%,9%,0%,0%
Gion Uemori,5.0,11,$,Kinki,5.0,4.5,4.5,,82%,18%,0%,0%,0%
Dohachi,4.5,11,$$ - $$$,Kinki,,,,,64%,27%,9%,0%,0%
Kiyojiro,4.5,18,$$$$,Kinki,4.5,4.5,4.5,,57%,27%,11%,5%,0%
Rakusen-Ro,4.0,17,,Kinki,4.0,4.0,4.5,,17%,72%,11%,0%,0%
Hiroya,4.5,19,$$$$,Kinki,,,,,,,,,
Yakiniku Shio Horumon Aje Matsubara Honten,4.5,9,,Kinki,,,,,,,,,
Chinese Restauran Tohlee,4.0,24,$$ - $$$,Kinki,,,,,,,,,
Papa Jon's Cafe Rokkaku,4.5,14,$$ - $$$,Kinki,4.0,4.0,4.0,,51%,28%,21%,0%,0%
Gaburi Chicken Kawaramachi 3jo,4.5,12,$,Kinki,,,,,51%,41%,8%,0%,0%
Komeya no Onigiriya Kikutaya Beikokuten Suvaco JR Kyoto Isetan,4.0,19,,Kinki,4.5,4.0,3.5,,36%,43%,21%,0%,0%
El Fogon,4.0,23,$$ - $$$,Kinki,,4.0,4.0,,30%,58%,4%,4%,4%
Premarche Pizzeria & Alternative Junk,5.0,8,$$ - $$$,Kinki,,,,,88%,12%,0%,0%,0%
Masugataya,4.0,20,,Kinki,4.0,3.0,4.0,,10%,70%,20%,0%,0%
Otayan,4.0,14,$$ - $$$,Kinki,,,,,,,,,
Kushikatsu Kushiya,5.0,11,$$ - $$$,Kinki,5.0,4.0,5.0,,91%,0%,9%,0%,0%
Ogawa,4.5,11,$$ - $$$,Kinki,4.5,4.5,4.0,,73%,27%,0%,0%,0%
Takabashi Ramen Kyoto Minami Inter,4.0,17,,Kinki,,,,,35%,48%,17%,0%,0%
The Buffet Style SARA,3.5,45,$$ - $$$,Kinki,3.5,3.5,3.5,4.0,11%,53%,25%,11%,0%
Tony Roma's,3.5,65,$$ - $$$,Kinki,4.0,3.5,3.5,4.0,16%,50%,18%,9%,7%
Osteria Concinetta,5.0,8,,Kinki,,,,,100%,0%,0%,0%,0%
Okakuen,4.5,17,$$$$,Kinki,,,,,48%,35%,17%,0%,0%
Poquito,4.5,15,$$ - $$$,Kinki,4.5,4.5,4.0,,47%,33%,20%,0%,0%
Ramen Zundouya Kyoto Sanjo,4.0,22,$$ - $$$,Kinki,4.5,4.0,4.0,,27%,51%,18%,0%,4%
Hakata Motsunabe Yamaya Shijo Karasuma,4.0,19,,Kinki,4.0,4.0,3.5,,26%,59%,10%,5%,0%
Shikura,4.5,15,$$ - $$$,Kinki,,,,,55%,26%,13%,6%,0%
Gion Junidanya Main Store,4.5,16,$$ - $$$,Kinki,4.5,4.0,3.5,,48%,40%,6%,6%,0%
Misen,4.5,19,$$ - $$$,Kinki,4.5,4.0,4.5,,54%,31%,5%,10%,0%
Divo Diva,4.5,15,$$ - $$$,Kinki,,,,,,,,,
Moonlight Bar,4.0,19,$$ - $$$,Kinki,,,,,36%,44%,10%,10%,0%
"Yokohama Tenkadori, Karasuma Gojo",4.5,12,,Kinki,4.0,5.0,4.0,,51%,41%,8%,0%,0%
Osteria Bar Polenta,4.5,14,$$ - $$$,Kinki,4.5,4.5,4.0,,35%,58%,7%,0%,0%
Tonikaku,4.5,13,,Kinki,,,,,,,,,
"Cafe Aozora Osora, Nishikikoji",4.0,15,$$ - $$$,Kinki,4.5,4.0,4.5,,40%,40%,20%,0%,0%
"Yayoiken, 5-jo Karasuma",4.0,16,$$ - $$$,Kinki,4.0,4.0,4.5,,6%,82%,12%,0%,0%
Annee,4.5,9,,Kinki,,,,,67%,33%,0%,0%,0%
Miso Pota Kyoto,5.0,9,$,Kinki,,,,,,,,,
Bishiya,4.0,17,$$ - $$$,Kinki,,,,,49%,35%,5%,11%,0%
Yokohama Tenkadori Shijo Shimmachi,4.0,15,$$ - $$$,Kinki,4.5,4.5,4.0,,20%,67%,13%,0%,0%
Chander,4.5,13,$$ - $$$,Kinki,4.5,4.5,4.0,,63%,30%,7%,0%,0%
Daniel's Sole,4.0,26,$$ - $$$,Kinki,4.5,4.5,4.5,,38%,48%,0%,7%,7%
Nichigetsuan,4.0,28,$$ - $$$,Kinki,4.0,4.0,4.0,,17%,45%,35%,3%,0%
Hanamaru Kushikatzu Seisakujyo Kyoutoekimae-branch,4.5,16,$$ - $$$,Kinki,,,,,,,,,
UMEKOJI COLLABO,4.5,14,$$ - $$$,Kinki,4.5,4.0,4.5,,51%,28%,21%,0%,0%
Izutsu Yatsuhashi Hompo Gion Main Store,4.0,16,,Kinki,4.0,4.0,4.0,,31%,51%,18%,0%,0%
Ichibanboshi,4.5,13,$$ - $$$,Kinki,4.5,4.0,4.0,,55%,45%,0%,0%,0%
Wander Cafe,4.5,15,$$ - $$$,Kinki,4.0,4.0,4.0,,54%,26%,20%,0%,0%
Gion Tozan Tsujihana,4.5,13,$$ - $$$,Kinki,4.5,4.5,4.5,,38%,55%,7%,0%,0%
Mendokoro Koan Gosho,4.5,11,$$ - $$$,Kinki,,,,,45%,55%,0%,0%,0%
"Gyutan Inosuke, The Cube Kyoto",3.5,27,$$ - $$$,Kinki,3.5,4.0,3.5,,18%,37%,45%,0%,0%
Khaos Spice Diner,4.5,9,,Kinki,,,,,56%,44%,0%,0%,0%
Ryuheisoba,5.0,11,$$$$,Kinki,,,,,82%,18%,0%,0%,0%
Daruman,4.0,20,$$ - $$$,Kinki,4.5,4.5,4.0,,30%,45%,20%,5%,0%
250 yen Bento Genkiya Shijou Oomiya,4.0,15,$,Kinki,4.0,4.0,5.0,,48%,26%,26%,0%,0%
Menya Inoichi Hanare,4.5,9,$$ - $$$,Kinki,,,,,,,,,
Shoutani Daimaru Kyoto,4.0,18,,Kinki,3.5,4.0,3.5,,22%,62%,16%,0%,0%
Abura Soba Aji No Tentoku,4.5,9,$,Kinki,,,,,67%,33%,0%,0%,0%
Sumibikappo Ifuki,4.5,15,$$$$,Kinki,5.0,4.5,4.0,,61%,20%,6%,13%,0%
Sukiyaki Kimura,3.5,37,$$ - $$$,Kinki,3.5,3.0,3.0,,18%,54%,18%,5%,5%
Uozaburo,4.5,12,$$$$,Kinki,4.0,4.0,3.5,,76%,8%,8%,8%,0%
Ramen Akatsuki,4.5,13,$,Kinki,4.0,4.0,4.0,,38%,55%,7%,0%,0%
Kassai,4.5,15,$$ - $$$,Kinki,4.5,5.0,4.5,4.5,68%,20%,6%,6%,0%
Grandview Restaurant,4.0,26,$$$$,Kinki,,,,,,,,,
Saizeriya Kyoto Shijo Karasuma,4.0,18,$,Kinki,4.0,4.5,4.5,,22%,45%,33%,0%,0%
Suiba,4.0,18,$$ - $$$,Kinki,,,,,45%,33%,22%,0%,0%
Blue Fir Tree,4.5,12,$$ - $$$,Kinki,4.5,4.5,4.0,,50%,50%,0%,0%,0%
Steak Ichiro,4.5,11,$$$$,Kinki,,,,,82%,9%,9%,0%,0%
Nakayoshi,4.0,21,$$ - $$$,Kinki,3.5,4.0,3.5,,19%,63%,14%,4%,0%
Gion Tempura Tensou,5.0,9,,Kinki,,,,,100%,0%,0%,0%,0%
Tsudaro,4.5,14,$$$$,Kinki,4.0,4.5,4.0,,65%,21%,14%,0%,0%
Kizakura Kappa Country Kisakura Sakaba,3.5,39,$$ - $$$,Kinki,3.5,4.0,3.5,,7%,58%,30%,0%,5%
Gion Sushi Tadayasu,4.5,9,$$$$,Kinki,,,,,,,,,
"Very Berry Cafe, Kawaramachi Nijo",4.0,21,$$ - $$$,Kinki,,,,,,,,,
Teppan Dining Gion Danran,5.0,9,,Kinki,,,,,89%,11%,0%,0%,0%
Hyakausyokuya Sukiyaki,4.0,16,$$ - $$$,Kinki,4.0,3.5,3.5,,45%,31%,18%,6%,0%
"Anagoya Noresore, Kyoto Honten",4.0,14,$$ - $$$,Kinki,4.5,4.0,4.5,,35%,44%,21%,0%,0%
Marushin Hanten,3.5,27,$,Kinki,4.0,3.5,4.5,,14%,50%,33%,0%,3%
Steak House Ashiya,4.5,12,$$$$,Kinki,,,,,,,,,
Ristorante Strada,4.0,16,$$ - $$$,Kinki,4.0,4.0,3.5,,37%,45%,12%,6%,0%
Tomizushi,4.0,30,$$ - $$$,Kinki,,,,,,,,,
O Mo Ya Higashinotoin,4.5,11,$$ - $$$,Kinki,4.5,4.0,4.5,,55%,36%,9%,0%,0%
Kyomisai Watatsune,4.5,13,$$ - $$$,Kinki,4.5,4.5,4.0,,47%,46%,7%,0%,0%
Wakasaya Kawaramachi,4.0,14,$$ - $$$,Kinki,3.5,3.5,4.0,,35%,51%,7%,7%,0%
Gyoza no Ohsho Demachi,4.5,17,,Kinki,,,,,,,,,
Guruman Tachibana,4.0,16,,Kinki,,,,,,,,,
Shinpuku Saikan Furitsu Idai Mae,4.5,15,$$ - $$$,Kinki,,,,,,,,,
"Nettai Shokudo, Shijo Kawaramachi",4.5,12,$$ - $$$,Kinki,,,,,,,,,
Menbo Miyoshi,4.5,12,$$ - $$$,Kinki,,,,,41%,51%,8%,0%,0%
The Burger Company,5.0,9,,Kinki,,,,,89%,11%,0%,0%,0%
Mement Mori,4.5,12,$$ - $$$,Kinki,,,,,51%,41%,8%,0%,0%
Steamed Cuisine Aoichaya,4.0,22,,Kinki,,,,,,,,,
Excelsior Caffe Shijo Karasuma,4.0,22,$$ - $$$,Kinki,3.5,3.5,3.5,,18%,42%,40%,0%,0%
Kappo Iimura,4.0,15,$$ - $$$,Kinki,4.5,4.0,4.5,,26%,61%,13%,0%,0%
Mitsubachi,4.5,14,,Kinki,4.5,4.5,4.5,,44%,42%,14%,0%,0%
Shichirin Yaki Kaneko,5.0,8,$$ - $$$,Kinki,,,,,,,,,
"Gyoza no Osho, Kawaramachi",4.0,17,$$ - $$$,Kinki,4.0,4.0,4.0,,36%,35%,29%,0%,0%
Monte Romano Kyoto Porta,3.5,64,$$ - $$$,Kinki,,,,,,,,,
Grands Terroirs,5.0,23,$$$$,Kinki,4.5,4.5,4.0,,83%,13%,4%,0%,0%
Kawataro,5.0,8,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Shizuuya Shijo-Karasuma,4.0,20,,Kinki,,,,,,,,,
Yomenya Goemon Kyoto Porta,3.5,28,$$ - $$$,Kinki,4.0,3.5,3.5,,17%,45%,28%,10%,0%
ARINCO,4.5,14,$,Kinki,,,,,35%,58%,7%,0%,0%
Hirobun,4.5,13,$$ - $$$,Kinki,,,,,,,,,
Kokekokko,4.0,37,$$ - $$$,Kinki,,,,,31%,47%,9%,9%,4%
Arashiyamakan,5.0,8,$$ - $$$,Kinki,5.0,5.0,5.0,,88%,12%,0%,0%,0%
Sukiya Shijo,4.0,14,$,Kinki,,,,,21%,58%,21%,0%,0%
Yoshida-Ya,4.0,17,,Kinki,4.0,4.0,4.0,,49%,29%,17%,5%,0%
Tenkaippin Imadegawa,4.0,18,$$ - $$$,Kinki,4.0,3.5,4.0,,22%,56%,22%,0%,0%
Inoue,4.5,10,$$ - $$$,Kinki,,,,,,,,,
Bansai Hasegawa,4.0,19,,Kinki,,,,,,,,,
Eikichi,4.5,10,$$ - $$$,Kinki,4.5,4.5,5.0,,70%,20%,10%,0%,0%
Kiramekinotori,4.5,14,$$ - $$$,Kinki,5.0,4.5,4.0,,51%,42%,0%,0%,7%
Tavern Simpson,4.5,15,$$ - $$$,Kinki,,,,,,,,,
Alpenrose Kyoto Oike,5.0,7,,Kinki,,,,,100%,0%,0%,0%,0%
Pontocho Karyu,4.0,17,$$$$,Kinki,3.5,4.0,3.0,,49%,35%,5%,11%,0%
Hanamaru Udon Kyoto Nishiki,3.5,23,$,Kinki,4.0,3.5,4.0,,0%,70%,30%,0%,0%
Burger King Kawaracho Sanjo,4.0,33,$,Kinki,4.0,4.0,4.0,,21%,46%,27%,3%,3%
Pizzeria Al Camino,4.5,11,$$ - $$$,Kinki,4.5,4.5,4.5,,46%,45%,9%,0%,0%
Nanabankan,4.0,25,$$ - $$$,Kinki,4.0,4.5,4.5,4.5,30%,50%,15%,5%,0%
THE BAR Straight,5.0,8,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Ikiteru Coffee,4.0,12,,Kinki,,,,,25%,67%,8%,0%,0%
Kurama Onsen,4.5,11,$$ - $$$,Kinki,,,,,36%,55%,9%,0%,0%
Hachiyoshi,4.5,9,$$ - $$$,Kinki,,,,,,,,,
Sakagawa,5.0,8,,Kinki,,,,,100%,0%,0%,0%,0%
Kushiyaki Manten,3.5,97,$$ - $$$,Kinki,4.0,4.0,3.5,,22%,37%,21%,9%,11%
PumeHana cafe,4.5,12,$$ - $$$,Kinki,,,,,,,,,
Kameya Yoshinaga Honten,4.0,17,$$ - $$$,Kinki,4.0,4.0,4.0,,23%,60%,17%,0%,0%
Tempura Yoshioka,4.5,11,$$ - $$$,Kinki,,,,,,,,,
Iroha Karuta Kyotoekimae,4.0,26,$$ - $$$,Kinki,4.5,4.0,4.0,4.0,26%,45%,23%,3%,3%
Hairaitoshokudo,4.0,18,$,Kinki,4.0,3.5,4.5,2.5,27%,46%,27%,0%,0%
Nouvelle Vague Kyoto,4.5,10,$$ - $$$,Kinki,,,,,40%,60%,0%,0%,0%
Amici,3.5,74,$$ - $$$,Kinki,,,,,,,,,
"Tendan New Style Buffet,  Saiin",4.5,14,$$ - $$$,Kinki,,,,,35%,58%,7%,0%,0%
Renard Bleu,4.5,13,$$ - $$$,Kinki,4.5,4.0,4.5,,47%,46%,7%,0%,0%
Burdigala Express Kyoto,4.0,17,$$ - $$$,Kinki,,,,,,,,,
Tsurumaru Jikasei Udon,4.0,15,,Kinki,,,,,26%,61%,13%,0%,0%
