JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,PhoneNumber,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
菓子職人,Kashishokunin,3.54,Saiin,Cake,+81-75-311-4606,3.20,3.54,138,3.54,3.51,3.48,3.45,3.12
英多朗,Eitarou,3.54,Karasuma,Udon,+81-75-211-2239,3.20,3.53,135,3.54,3.44,3.30,3.50,3.09
たなか家,Tanakaya,3.54,Tamamizu,Udon,+81-774-29-1644,3.02,3.54,130,3.54,3.31,3.52,3.52,3.04
辻利兵衛本店,tsujiriheehonten,3.54,Uji,Parfait,+81-50-5590-9099,3.07,3.54,128,3.54,3.51,3.55,3.49,3.33
葱や平吉 高瀬川店,Negiyaheikichi,3.54,Kawaramachi,Izakaya (Tavern),+81-75-342-4430,3.32,3.56,127,3.54,3.50,3.53,3.52,3.07
山本まんぼ,Yamamotomambo,3.54,Kyoto,Okonomiyaki,+81-75-341-8050,3.24,3.53,122,3.54,3.51,3.51,3.14,3.19
道の駅舞鶴港とれとれセンター,Michinoekimaidurukoutoretoresenta,3.54,Nishi Maizuru,Seafood,+81-773-75-9945,3.05,3.54,111,3.54,3.44,3.28,3.42,3.00
サー・トーマス・リプトン 三条本店,sa-to-masuriputon,3.54,Kyoto Shiyakusho,Tea shoppe,+81-75-221-3691,3.48,3.51,97,3.54,3.51,3.50,3.50,3.49
石塀小路 豆ちゃ 京都,Ishibekoujimamecha,3.54,Gion Shijo,Izakaya (Tavern),+81-50-5868-2878,3.54,-,95,3.53,3.56,3.58,3.55,3.54
侘家古暦堂 祇園花見小路本店,Wabiyakorekidou,3.54,Gion Shijo,Fowl,+81-75-532-3355,3.51,3.52,90,3.54,3.18,3.51,3.34,3.20
月と六ペンス,Tsukitorokupensu,3.54,Marutamachi,Cafe,+81-90-9058-8976,3.11,3.53,89,3.54,3.53,3.58,3.52,3.39
仏蘭西焼菓子調進所 足立音衛門 京都本店,Furansuyakigashichoushinjoadachiotoemon,3.54,Fukuchiyama,Sweets (other),+81-773-24-2043,3.09,3.54,89,3.54,3.50,3.52,3.20,3.00
とり伊,Torii,3.54,Omiya,Mizutaki,+81-75-841-1937,3.09,3.54,89,3.54,3.37,3.54,3.58,3.08
ムレスナティーハウス 京都,Muresunathihausu,3.54,Karasuma,Tea shoppe,+81-75-211-8750,3.08,3.54,89,3.54,3.50,3.51,3.18,3.53
むしやしない,Mushiyashinai,3.54,Ichijoji,Cake,+81-75-723-8364,3.14,3.54,87,3.55,3.52,3.51,3.30,3.43
広東料理 鳳泉,Kantonryourihousen,3.54,Kyoto Shiyakusho,Cantonese Cuisine,+81-75-241-6288,3.35,3.52,85,3.54,3.50,3.50,3.52,3.13
Croix-Rousse,Kurowarusu,3.54,Shijo,Bread,+81-75-204-9049,3.08,3.54,85,3.55,3.38,3.50,3.52,3.08
パパジョンズ 本店,PAPAJon's,3.54,Imadegawa,Cake,+81-75-415-2655,3.08,3.53,85,3.54,3.46,3.49,3.39,3.47
よこちょう,Yokochou,3.54,Sanjo Keihan,Izakaya (Tavern),+81-75-752-1531,3.54,-,83,3.54,3.55,3.53,3.52,3.51
京やき肉よし田,Kyouyakunikuyoshida,3.54,Gojo,Yakiniku (BBQ Beef),+81-75-341-4129,3.54,3.07,81,3.55,3.46,3.56,3.52,3.42
お数家いしかわ,Okazuyaishikawa,3.54,Karasuma,Japanese food (other),+81-75-344-3440,3.54,3.05,79,3.53,3.52,3.55,3.55,3.50
茶寮　翠泉 高辻本店,Saryousuisen,3.54,Shijo,Sweets,+81-75-278-0111,-,3.54,79,3.54,3.48,3.54,3.50,3.27
とん吉,Tonkichi,3.54,Ichijoji,Tonkatsu (Pork cutlet),+81-75-721-0619,3.18,3.54,78,3.54,3.20,3.21,3.51,3.08
ゲベッケン本店,gebekken,3.54,Fujinomori,Cafe,+81-75-644-7782,-,3.54,76,3.54,3.47,3.52,3.54,3.47
京豆冨不二乃,Kyoutoufufujino,3.54,Kyoto,"Tofu, Yuba",+81-75-352-5401,3.51,3.52,75,3.54,3.52,3.51,3.29,3.16
家系ラーメン 山下醤造,iekeira-menyamashitashouzou,3.54,Nijo,Ramen,+81-75-822-0505,3.07,3.55,72,3.54,3.53,3.52,3.51,3.24
肉なべ　千葉,Nikunabechiba,3.54,Sanjo,Hot Pot (other),+81-75-231-7518,3.54,-,70,3.54,3.50,3.44,3.53,3.39
お茶と酒 たすき,ochatoosaketasuki,3.54,Gion Shijo,Traditional Café,+81-75-531-2700,3.09,3.53,70,3.53,3.51,3.56,3.16,3.37
京料理 かじ,kyouryourikaji,3.54,Marutamachi,Kyoto Cuisine,+81-50-5595-0238,3.53,3.14,70,3.54,3.37,3.38,3.56,3.20
もみじ,Momiji,3.54,Gion Shijo,Stand Bar,+81-75-241-6256,3.52,3.50,69,3.54,3.52,3.51,3.55,3.52
サロン ド テ エム エス アッシュ,Salon de the m.s.h,3.54,Kyoto Shiyakusho,Cake,+81-75-212-5388,3.26,3.52,69,3.54,3.52,3.53,3.48,3.30
天空の立ち呑み とさか,Tenkuunotachinomitosaka,3.54,Kyoto,Stand Bar,+81-75-746-5929,3.53,3.49,68,3.54,3.36,3.45,3.55,3.53
生きている珈琲,Ikiteirukohi,3.54,Kawaramachi,Traditional Café,+81-75-255-3039,3.29,3.52,67,3.54,3.53,3.54,3.52,3.54
クリケット,Kuriketto,3.54,Kitano Hakubaich,Fruit parlour,+81-75-461-3000,3.05,3.54,67,3.54,3.50,3.46,3.32,3.14
蕎麦處 笹屋,Sobadokorosasaya,3.54,Shijo,Soba,+81-75-344-6708,3.40,3.53,61,3.54,3.51,3.53,3.51,3.17
フレンチ祇園バル 丸橋,furenchigiombarumaruhashi,3.54,Gion Shijo,Bar,+81-50-5589-9086,3.54,3.11,58,3.54,3.52,3.54,3.54,3.53
京丹波 錦市場本店,Kyoutamba,3.54,Kawaramachi,Sweets (and others),+81-75-212-1190,3.09,3.53,57,3.54,3.54,3.52,3.51,3.06
ミシェルズベーグル,Michel's Bagels,3.54,Kuramaguchi,Bagel,+81-75-706-8228,3.10,3.54,54,3.55,3.51,3.31,3.43,3.00
味どころしん,Ajidokoroshin,3.54,Shijo,Izakaya (Tavern),+81-75-351-5547,3.54,-,53,3.54,3.50,3.45,3.50,3.50
イグレック,Igurekku,3.54,Kawaramachi,Curry rice,+81-75-223-0525,3.50,3.47,52,3.53,3.54,3.51,3.53,3.27
カイカドウ カフェ,Kaikado Cafe,3.54,Shichijo,Cafe,+81-75-353-5668,3.02,3.54,51,3.53,3.52,3.57,3.07,3.51
接方来 京都タワー店,Seppourai,3.54,Kyoto,Dining bar,+81-75-353-5577,3.54,-,51,3.54,3.51,3.53,3.50,3.52
京都サンボア,Kyoutosamboa,3.54,Kyoto Shiyakusho,Bar,+81-75-221-2811,3.54,3.00,50,3.33,3.56,3.61,3.54,3.54
雨の日も風の日も,Amenohimokazenohimo,3.54,Kitaoji,Bread,+81-75-432-7352,3.02,3.54,49,3.54,3.51,3.52,3.52,3.00
うどんや ぼの,Udonyabono,3.54,Mototanaka,Udon,+81-75-202-5165,3.51,3.51,49,3.54,3.52,3.51,3.50,3.29
京の禅 車 四条烏丸店,Kyounozenkuruma,3.54,Shijo,Izakaya (Tavern),+81-50-5571-3880,3.51,3.53,43,3.54,3.51,3.55,3.55,3.50
京大和屋,Kyouyamatoya,3.54,Kyoto,Kyoto Cuisine,+81-75-671-1555,3.52,3.50,42,3.53,3.51,3.51,3.20,3.48
おおさかや,Oosakaya,3.54,Kitano Hakubaich,table d'hôte,+81-75-451-5524,3.47,3.54,42,3.54,3.53,3.52,3.56,3.00
花雷,Hanarai,3.54,Nagaokakyo,Izakaya (Tavern),+81-75-954-4643,3.51,3.53,41,3.54,3.51,3.51,3.50,3.29
芙蓉園,Fuyouen,3.54,Kawaramachi,Chinese,+81-75-351-2249,3.51,3.50,41,3.54,3.24,3.19,3.52,3.12
四川,Shisen,3.54,Keage,Sichuan Cuisine,+81-75-771-7164,3.53,3.44,41,3.54,3.52,3.55,3.00,3.41
ジョバーノ,Trattoria Giovano,3.54,Yase Hieizanguch,Italian,+81-75-707-2888,3.51,3.51,40,3.54,3.56,3.59,3.35,3.15
ピッツァ メルカート,Pizza Mercato,3.54,Tambaguchi,Italian,+81-50-5590-0856,3.53,3.36,40,3.55,3.48,3.52,3.53,3.50
リカータ,rika-ta,3.54,Shijo,Italian,+81-75-286-9252,3.50,3.56,39,3.54,3.54,3.54,3.53,3.51
ゴイチピザ,GOICI PIZZA,3.54,Shijo,Pizza,+81-75-344-3177,3.54,3.05,39,3.54,3.51,3.50,3.44,3.34
加藤順漬物店,Katoujuntsukemonoten,3.54,Jingu Marutamach,Restaurants (other),+81-75-771-2302,3.31,3.58,38,3.54,3.27,3.31,3.30,-
麺家 あくた川,Menyaakutagawa,3.54,Imadegawa,Ramen,+81-75-411-9083,3.50,3.48,36,3.53,3.55,3.51,3.56,3.24
梨門邸,Nashimote,3.54,Mototanaka,Sumibiyaki,+81-75-751-2608,3.52,3.41,36,3.54,3.52,3.53,3.53,3.09
蕎麦流々 千角,Sobaryuuryuusenkaku,3.54,Gion Shijo,Soba,+81-75-541-4815,3.25,3.52,35,3.55,3.51,3.37,3.08,3.07
酒場 井倉木材,Sakabaikuramokuzai,3.54,Marutamachi,Stand Bar,"}:￥8,000～￥9,999",3.54,-,34,3.54,3.52,3.54,3.53,3.52
パンスケープ 二条駅前店,panscape,3.54,Nijo,Bread,+81-75-801-1233,-,3.54,34,3.54,3.34,3.46,3.40,-
樫尾酒店 本店,kashiosaketen,3.54,Saiin,Stand Bar,+81-80-7038-9825,3.54,3.32,33,3.54,3.51,3.52,3.57,3.51
貴船べにや,kibunebeniya,3.54,Kurama,Kaiseki (Traditional Japanese),+81-75-741-2041,3.50,3.54,33,3.53,3.55,3.61,3.14,3.00
スケッチ,sketch,3.54,Shijo,Italian,+81-50-5571-9513,3.54,-,33,3.53,3.53,3.51,3.53,3.51
旬菜 咲や,Shunsaisakuya,3.54,Imadegawa,Kappo (Traditional Japanese),+81-75-432-2202,3.53,3.27,32,3.54,3.52,3.51,3.57,3.51
和牛焼肉 徳,wagyuuyakinikutoku,3.54,Sanjo,Yakiniku (BBQ Beef),+81-50-5869-9464,3.54,3.23,32,3.54,3.23,3.58,3.09,3.00
ゑびす屋加兵衛,Ebisuyakahei,3.54,Demachiyanagi,Japanese sweets,+81-75-781-0639,-,3.54,29,3.54,3.28,3.38,3.50,3.00
松屋藤兵衛,Matsuyatoubee,3.54,Kitaoji,Japanese sweets,+81-75-492-2850,3.07,3.54,28,3.54,3.51,3.53,3.50,-
京町家茶房 宗禅,kyoumachiyasabousouzen,3.54,Kuramaguchi,Japanese sweets,+81-75-417-6670,3.02,3.54,28,3.55,3.53,3.54,3.51,3.08
グルメリア但馬 宇治店,Gurumeriatajima,3.54,Shinden,Yakiniku (BBQ Beef),+81-774-43-1129,3.53,3.33,27,3.54,3.32,3.38,3.49,3.05
真古館,Shinkokan,3.54,Jingu Marutamach,Cafe,+81-75-771-6125,3.07,3.54,26,3.54,3.53,3.57,3.28,3.51
パティスリー エス サロン,Pathisuriesusaron,3.54,Kyoto Shiyakusho,Cake,+81-75-223-3111,3.06,3.54,25,3.54,3.53,3.53,3.49,3.31
ラ モワッソン,La.Moisson,3.54,Nijo,Bread,+81-75-812-1889,-,3.54,25,3.54,3.49,3.39,3.53,-
京都坊主BAR,kyoutobouzuba-,3.54,Omiya,Bar,+81-50-5593-6960,3.54,-,25,3.51,3.53,3.53,3.52,3.54
割烹 近善,Kappouchikazen,3.54,Fukakusa,Kappo (Traditional Japanese),+81-75-641-0858,3.54,-,24,3.53,3.52,3.58,3.54,3.03
西角,Saikaku,3.54,Demachiyanagi,Kyoto Cuisine,+81-75-241-1571,3.52,3.51,24,3.54,3.58,3.56,3.55,3.54
えいたろう屋,Eitarouya,3.54,Karasuma Oike,Kyoto Cuisine,+81-75-221-4604,3.54,-,24,3.54,3.51,3.55,3.52,3.53
鉄板焼物　やちむん,Teppanyakimonoyachimun,3.54,Nijo,Okinawan Cuisine,+81-75-821-3603,3.54,3.30,22,3.54,3.39,3.52,3.38,3.20
先斗町駿河屋,Pontochousurugaya,3.54,Sanjo,Japanese sweets,+81-75-221-5210,3.08,3.53,21,3.54,3.50,3.31,3.32,-
タクミヤ,BEER PUB Takumiya,3.54,Karasuma Oike,Dining bar,+81-50-5595-3871,3.54,3.05,21,3.54,3.50,3.53,3.50,3.53
ザ・リッツ・カールトン京都,Zarittsukarutonkyouto,3.54,Kyoto Shiyakusho,Other,+81-75-746-5555,3.53,3.35,20,3.54,3.56,3.58,3.51,3.52
CAFE Uchi,Kafeuchi,3.54,Shugakuin,Cafe,,3.15,3.52,20,3.54,3.52,3.53,3.51,3.47
京料理屋 嵐山さくら,kyouryouriyaarashiyamasakura,3.54,Matsuo Taisha,Kyoto Cuisine,+81-75-861-9098,3.52,3.50,20,3.53,3.37,3.52,3.51,3.38
梁山泊,Ryouzampaku,3.54,Demachiyanagi,Kaiseki (Traditional Japanese),+81-75-771-4447,3.51,3.51,20,3.53,3.52,3.50,3.07,3.30
チェネッタ バルバ,Cenetta Barba,3.54,Shijo,Italian,+81-75-708-3606,3.53,3.51,19,3.54,3.54,3.53,3.55,3.53
小鍋屋いさきち,Konabeyaisakichi,3.54,Sanjo Keihan,Hot Pot (other),+81-75-531-8803,3.54,-,18,3.55,3.43,3.43,3.34,3.47
京料理 岡もと,Kyouryouriokamoto,3.54,Mimurodo,Kyoto Cuisine,+81-774-33-3052,3.52,3.51,18,3.54,3.54,3.53,3.54,3.36
大善,Daizen,3.54,Randen Saga,Sushi,+81-75-882-0018,3.51,3.53,18,3.54,3.54,3.52,3.53,3.52
ザ ノーザンライツコーナー,The Northern Lights Corner,3.54,Kawaramachi,Bar,+81-75-746-4893,3.54,3.06,17,3.22,3.54,3.52,3.57,3.54
炭焼　きむら,sumiyakikimura,3.54,Kitayama,Yakitori (Grilled chicken),+81-75-555-3267,3.54,-,17,3.54,3.50,3.50,3.53,3.39
じじばば第三酒場,Jijibabadaisansakaba,3.54,Kyoto,Izakaya (Tavern),+81-90-3651-9776,3.54,-,16,3.55,3.50,3.51,3.51,3.52
まる藤,Marufuji,3.54,Gion Shijo,Kappo (Traditional Japanese),+81-75-533-1350,3.54,-,16,3.54,3.29,3.39,3.07,3.11
ブランジュリ　ロワゾー・ブルー,Boulangerie Loiseau bleu,3.54,Kitaoji,Bread,+81-75-492-9200,-,3.54,15,3.54,3.51,3.52,3.30,-
串　ひら尾,Kushihirao,3.54,Shijo Omiya,Kushi-age (Fried Skewer),+81-75-801-8950,3.54,-,15,3.54,3.51,3.52,3.18,3.52
RESTAURANT hidamarino,resutoranhidamari-no,3.54,Karasuma,French,+81-50-5596-2764,3.53,3.23,12,3.53,3.51,3.53,3.54,3.53
レストランひらまつ 高台寺,Resutoranhiramatsukoudaiji,3.54,Gion Shijo,French,+81-50-5595-5147,3.09,3.57,10,3.53,3.55,3.57,3.52,3.53
柾木,Masaki,3.54,Nijo,Kaiseki (Traditional Japanese),+81-75-777-4556,3.50,3.46,7,3.53,3.52,3.52,3.53,3.37
レストラン シェ シノ,Restaurant Chez Shino,3.54,Marutamachi,French,+81-75-256-1225,3.53,3.35,5,3.54,3.53,3.51,3.51,3.51
Bini,Bini,3.54,Marutamachi,Italian,+81-75-203-6668,-,3.61,6,3.54,3.49,3.54,3.51,3.51
花しま,Hanashima,3.54,Gion Shijo,Kappo (Traditional Japanese),+81-75-551-9383,3.54,-,4,3.54,3.54,3.53,3.57,3.47
先斗町 石原,pontochouishihara,3.54,Sanjo,Kappo (Traditional Japanese),+81-75-221-4566,3.54,-,3,3.54,3.54,3.54,3.54,3.46
ソワレ,Soware,3.53,Kawaramachi,Traditional Café,+81-75-221-0351,3.14,3.52,305,3.52,3.47,3.63,3.48,3.51
カフェ コチ,CAFE KOCSI,3.53,Kyoto Shiyakusho,Cafe,+81-75-212-7411,3.47,3.51,183,3.53,3.51,3.55,3.35,3.48
坂内食堂 京都店,Bannaishokudou,3.53,Kyoto,Ramen,+81-75-365-5070,3.37,3.52,176,3.53,3.52,3.33,3.51,3.07
新大宮 中華のサカイ 本店,Shinoomiyachuukanosakai,3.53,Kitaoji,Chinese,+81-75-492-5004,3.11,3.52,147,3.53,3.20,3.08,3.00,3.00
さらさ西陣,sarasanishijin,3.53,Kuramaguchi,Cafe,+81-75-432-5075,3.18,3.52,142,3.53,3.50,3.58,3.51,3.35
cafe marble  仏光寺店,Kafemaburu,3.53,Shijo,Traditional Café,+81-75-634-6033,3.45,3.50,138,3.53,3.52,3.57,3.48,3.45
グリルキャピタル東洋亭 ポルタ店,Gurirukyapitarutouyoutei,3.53,Kyoto,Western Cuisine,+81-75-343-3222,3.52,3.39,136,3.53,3.41,3.39,3.40,3.28
大豊ラーメン 木屋町店,Taihouramen,3.53,Sanjo,Ramen,+81-75-251-6784,3.52,3.10,134,3.53,3.36,3.40,3.51,3.24
茂庵,Moan,3.53,Mototanaka,Cafe,+81-75-761-2100,3.07,3.53,132,3.52,3.51,3.61,3.38,3.45
蕎麦切塩釜,Sobakirishiogama,3.53,Ichijoji,Soba,+81-75-721-2966,3.19,3.52,125,3.54,3.40,3.44,3.54,3.15
素夢子 古茶家,Somushikochaya,3.53,Karasuma Oike,Korean cuisine,+81-75-253-1456,3.09,3.52,119,3.53,3.37,3.59,3.08,3.33
シャム,Shamu,3.53,Emmachi,Thai Curry,+81-75-822-1119,3.43,3.50,115,3.53,3.29,3.17,3.35,3.08
IL PAPPALARDO,Irupappararudo,3.53,Shichijo,Pizza,+81-75-533-3330,3.51,3.51,114,3.53,3.50,3.29,3.17,3.17
辨慶うどん 西京極本店,Benkeiudon,3.53,Nishikyogoku,Udon,+81-75-313-5464,3.26,3.51,112,3.53,3.38,3.27,3.48,3.00
葵家やきもち総本舗,Aoiyayakimochisouhompo,3.53,Kitayama,Japanese sweets,+81-75-781-1594,3.10,3.53,104,3.53,3.29,3.27,3.50,-
欧風土鍋カレー近江屋清右衛門,Cray pod curry Ohmiya Seiuemon,3.53,Marutamachi,European-style Curry,+81-50-5570-6285,3.28,3.52,103,3.54,3.40,3.36,3.50,3.12
六曜社 珈琲店,Rokuyousha,3.53,Kyoto Shiyakusho,Traditional Café,+81-75-221-3820,3.21,3.52,101,3.53,3.50,3.53,3.51,3.51
OKU,Oku,3.53,Gion Shijo,Bar,+81-50-5595-8072,3.16,3.58,100,3.52,3.55,3.58,3.58,3.58
進々堂 三条河原町店,Shinshindou,3.53,Kyoto Shiyakusho,Bread,+81-75-241-1179,3.06,3.53,97,3.53,3.50,3.52,3.51,3.29
おめんNIPPON,Omennippon,3.53,Gion Shijo,Udon,+81-75-253-0377,3.21,3.52,96,3.53,3.50,3.51,3.45,3.15
ゴスペル,GOSPEL,3.53,Mototanaka,Cafe,+81-75-751-9380,3.16,3.53,88,3.53,3.52,3.57,3.40,3.38
京都ダイナー,Kyoutodaina,3.53,Karasuma,Bistro,+81-50-5872-6764,3.53,3.28,87,3.53,3.51,3.57,3.58,3.58
漁港直送 海鮮酒場 あんじ 麩屋町綾小路店,gyokouchokusoukaisensakabaanji,3.53,Kawaramachi,Izakaya (Tavern),+81-50-5595-2401,3.53,3.00,86,3.53,3.54,3.33,3.52,3.52
麺屋 優光,Menyayuukou,3.53,Karasuma Oike,Ramen,+81-75-256-3434,3.16,3.53,85,3.53,3.51,3.51,3.29,3.09
アラビカ 京都 東山,% ARABICA Kyoto  Higashiyama,3.53,Gion Shijo,Coffee shoppe,+81-75-746-3669,3.08,3.53,81,3.53,3.39,3.53,3.46,3.54
福寿園京都本店 京の茶寮,Fukujuenkyoutohonten,3.53,Kawaramachi,Japan tea shoppe,+81-75-221-6172,3.31,3.52,81,3.52,3.52,3.52,3.41,3.32
フジヤマプリン,Fujiyamapurin,3.53,Nishikyogoku,Curry rice,+81-75-311-3499,3.21,3.52,80,3.54,3.51,3.52,3.50,3.34
一瞬,Ichishun,3.53,Kyoto,Izakaya (Tavern),+81-50-5869-8587,3.52,3.40,79,3.53,3.16,3.37,3.46,3.50
ラーメン 大栄 本店,ra-mendaiei,3.53,Kujo,Ramen,+81-75-661-5406,3.31,3.53,77,3.53,3.51,3.31,3.53,3.24
スイーツ カフェ キョウト ケイゾー,Sweets Cafe KYOTO KEIZO,3.53,Nijojo Mae,Cafe,+81-75-821-0303,3.01,3.53,76,3.53,3.52,3.53,3.47,3.24
夢屋,Yumeya,3.53,Kyoto Shiyakusho,Okonomiyaki,+81-75-751-9645,3.53,-,76,3.53,3.38,3.18,3.36,3.13
幻の中華そば加藤屋 百万遍 にぼ次朗,Maboroshinochuukasobakatouyahyakumambennibojirou,3.53,Demachiyanagi,Ramen,+81-75-761-6767,3.51,3.38,71,3.53,3.30,3.38,3.52,3.00
麺や 向日葵,Menyahimawari,3.53,Mototanaka,Ramen,+81-75-752-3060,3.51,3.51,71,3.53,3.44,3.37,3.51,3.13
はな串,Hanakushi,3.53,Kyoto,Kushi-age (Fried Skewer),+81-50-5868-2886,3.53,-,70,3.53,3.20,3.15,3.53,3.27
黒豆茶庵・北尾 錦店,Kuromamesaankitao,3.53,Kawaramachi,Sweets,+81-75-212-0088,3.00,3.53,68,3.53,3.45,3.47,3.46,3.15
ガラム マサラ,Garamumasara,3.53,Ichijoji,Curry rice,+81-75-781-3940,3.51,3.19,68,3.52,3.42,3.44,3.19,3.07
フランス料理店 ア・プ・プレ,a peu pres,3.53,Gojo,French,+81-75-361-3231,3.50,3.52,64,3.53,3.50,3.54,3.53,3.38
らーめん ぎん琉,Ramenginryuu,3.53,Iseda,Ramen,,3.27,3.53,64,3.53,3.50,3.50,3.51,3.04
漫天兄弟,Mantenkyoudai,3.53,Toji,Ramen,+81-75-755-0801,3.47,3.51,63,3.53,3.50,3.42,3.52,3.24
アルザス,Alsace,3.53,Ichijoji,French,+81-75-723-2703,3.53,-,62,3.52,3.51,3.50,3.53,3.50
新福菜館  久御山店,Shimpukusaikan,3.53,Okubo,Ramen,+81-774-43-8600,3.08,3.53,61,3.52,3.08,3.20,3.42,3.00
カステラ ド パウロ,Castella do Paulo,3.53,Kitano Hakubaich,Cafe,+81-75-748-0505,-,3.53,60,3.53,3.51,3.54,3.51,3.14
橋立 くじからラーメン,Hashidatekujikararamen,3.53,Amanohashidate,Ramen,+81-772-22-2334,3.21,3.52,58,3.53,3.43,3.51,3.51,3.08
喫茶ガボール,Kissagaboru,3.53,Sanjo,Traditional Café,+81-75-211-7533,3.19,3.53,58,3.53,3.47,3.54,3.46,3.32
つるめん,Tsurumen,3.53,Katsura,Udon,+81-75-394-0286,3.09,3.53,58,3.53,3.50,3.51,3.52,3.08
コム トゥジュール,Comme Toujours,3.53,Kitaoji,Cake,+81-75-495-5188,3.16,3.53,57,3.53,3.51,3.51,3.51,3.07
元祖らーめん大栄,gansora-mendaiei,3.53,Jingu Marutamach,Ramen,+81-75-211-7196,3.31,3.52,57,3.52,3.32,3.29,3.29,3.00
コム　シェ　ミッシェル,Comme Chez Michel,3.53,Karasuma Oike,French,+81-75-212-7713,3.31,3.57,57,3.53,3.36,3.50,3.52,3.49
アイタルガボン,ItalGabon,3.53,Jingu Marutamach,Traditional Café,+81-75-255-9053,3.34,3.51,56,3.53,3.48,3.55,3.48,3.35
クレープリー 京都シャンデレール,Kurepurikyoutoshanderu,3.53,Karasuma,Crepes,+81-50-5571-4111,3.46,3.51,56,3.53,3.51,3.54,3.51,3.51
京すいしん,Kyousuishin,3.53,Kyoto,Izakaya (Tavern),+81-75-365-8888,3.53,3.07,56,3.53,3.53,3.53,3.50,3.52
いなせや,Inaseya,3.53,Kyoto,Stand Bar,+81-75-371-8878,3.53,3.08,51,3.54,3.49,3.51,3.57,3.51
グランディール  堀川店,Gurandhiru,3.53,Kitaoji,Bread,+81-75-493-8077,3.12,3.53,49,3.53,3.49,3.51,3.52,-
天骨庵 慶心,tenkotsuankeishin,3.53,Kitaoji,Ramen,,3.45,3.51,49,3.53,3.51,3.51,3.47,3.00
まる福,Marufuku,3.53,Nijo,table d'hôte,+81-75-841-5203,3.20,3.52,49,3.53,3.50,3.49,3.51,3.05
240,240,3.53,Nijo,Indian curry,+81-75-821-8240,3.21,3.51,48,3.53,3.37,3.50,3.51,3.00
京味菜 わたつね,Kyoumisaiwatatsune,3.53,Karasuma Oike,Soba,+81-75-221-5957,3.36,3.51,48,3.53,3.28,3.14,3.50,3.27
亀屋陸奥,Kameyamutsu,3.53,Kyoto,Japanese sweets,+81-75-371-1447,3.08,3.53,46,3.54,3.50,3.51,3.51,3.00
浮橋,Nihonryouriukihashi,3.53,Kyoto,Kaiseki (Traditional Japanese),+81-50-5594-7567,3.51,3.53,45,3.53,3.51,3.52,3.32,3.30
露地もん,Rojimon,3.53,Karasuma Oike,Izakaya (Tavern),+81-50-5890-2316,3.53,3.00,44,3.53,3.41,3.56,3.50,3.48
ベ・レギューム・ア・ターブル,B legumes a table,3.53,Omiya,French,+81-75-213-5563,3.50,3.38,44,3.53,3.38,3.50,3.53,3.51
レ・ブレドォル,Reburedoru,3.53,Matsugasaki,Bread,+81-75-706-2510,3.07,3.53,44,3.53,3.46,3.49,3.51,-
居様,IZAMA,3.53,Karasuma,Kyoto Cuisine,+81-50-5890-6665,3.04,3.58,44,3.53,3.51,3.54,3.52,3.20
マンハッタン,Manhattan,3.53,Tambaguchi,Bread,+81-75-801-4507,3.11,3.53,43,3.53,3.35,3.22,3.52,-
ヌフ　クレープリー,neuf creperie,3.53,Marutamachi,Crepes,+81-75-200-4258,-,3.53,43,3.53,3.43,3.54,3.21,3.14
ショコラティエ ドゥーブルセット,Chocolatier Double Sept,3.53,Karasuma,Chocolate,+81-75-341-7739,3.29,3.51,41,3.53,3.51,3.51,3.54,3.08
梅小路カフェ ボッシェ,Umekoujikafebosshe,3.53,Toji,Pancake,+81-75-371-2929,3.08,3.53,40,3.53,3.37,3.51,3.36,3.28
木屋町サンボア,Kiyamachisamboa,3.53,Kawaramachi,Bar,+81-75-222-2389,3.53,-,40,3.07,3.54,3.56,3.48,3.53
asipai ＋ HIBICOFFEE KYOTO,ajipaipurasuhibiko-hi-,3.53,Shichijo,Curry rice,+81-75-276-3526,3.04,3.54,39,3.54,3.51,3.52,3.51,3.31
紫雲仙,Shiunsen,3.53,Kyoto Shiyakusho,Soba,+81-50-5590-8084,3.28,3.51,39,3.53,3.38,3.53,3.51,3.42
京の焼肉処 弘 京都駅前店,Kyounoyakinikudokorohiro,3.53,Kyoto,Yakiniku (BBQ Beef),+81-75-343-4129,3.53,-,39,3.53,3.11,3.41,3.47,3.46
馬鹿凡人,Bakabondo,3.53,Kujo,Izakaya (Tavern),+81-50-5593-3920,3.53,-,39,3.53,3.43,3.51,3.48,3.45
コティアコティ,cote a cote,3.53,Matsugasaki,Bread,+81-75-702-2951,-,3.53,38,3.53,3.52,3.53,3.52,3.42
一喜蔵,Ikkizou,3.53,Sonobe,Ramen,+81-80-6127-1930,3.26,3.53,38,3.53,3.37,3.51,3.51,3.24
ラマルティーヌ,LAMARTINE,3.53,Demachiyanagi,Cake,+81-75-703-1118,3.07,3.53,37,3.53,3.42,3.52,3.43,-
プラ・ビダ,i Pura Vida !,3.53,Katsura,Bread,+81-75-394-7028,3.16,3.53,36,3.52,3.50,3.36,3.51,3.15
カレープラント,CURRY PLANT,3.53,Shijo,Curry rice,+81-75-200-9880,3.06,3.53,36,3.53,3.52,3.53,3.50,3.09
ルフージュ,Rufuju,3.53,Gion Shijo,French,+81-75-344-8085,3.53,3.06,35,3.53,3.47,3.44,3.52,3.42
